path,role,summary,classes,functions,imports,ros_topics,lines,bytes,sha256
scripts/run_linear_restore_hierarchical_spd_search.py,operations/support script,,SearchBundle,"parse_args, parse_case, structured_manifest_rows, spd_priority_score, bundle_from_candidate, run_cma_search, evaluate_structured_case, evaluate_full_case, write_candidate_json, plot_history, load_reference, main","argparse, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, scripts.run_linear_restore_objective_search, sys",,473,19787,bbea827bd03b792859cb7fca11f63bbcdedf3f131338603b28c364f00be250e7
scripts/run_linear_restore_metaobjective_full70_search.py,operations/support script,,"MetaObjectiveSpec, RobustSupervisorMetrics","parse_args, escape_tex, bounded_sigmoid, pow_range, decode_meta_objective, patched_search_space, custom_inner_score, multiscale_spd_metrics, robust_supervisor, inner_order_tuple, supervisor_order_tuple, evaluate_latent, run_inner_search, run_outer_search, plot_history, plot_multiscale_heatmap, load_warm_start, maybe_run_pdflatex, build_report, main","argparse, contextlib, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, subprocess, sys, warnings",,1003,52466,ca894b7c3692d5941d983d8c4c37e3e22edaf706640a7993ec172c9e929e45cd
scripts/run_linear_restore_objective_search.py,operations/support script,,LinearCaseResult,"parse_args, parse_case, harmonic_angle_offsets, harmonic_radius_profile, harmonic_tilt_profile, structured_latent_dimension, build_structured_design_from_latent, optimize_linear_case, plot_history, plot_stiffness_heatmap, plot_linear_response_curves, evaluate_reference_design, build_report, build_pdf, main","argparse, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, shutil, subprocess, sys",,770,33556,4bac8366f1b7ac6ed6dac5624acefd468c183c3a8d73102c06c962e0150697e3
scripts/run_magnetic_coupler_adaptive_random_campaign.py,operations/support script,Adaptive random search with expanding/shrinking physical design envelopes.,,"parse_args, even_choice, set_model_bounds, random_candidate, static_priority, evaluate_dynamic, candidate_row, update_bounds, plot_progress, write_json_resilient, main","argparse, csv, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, os, pathlib, sys",,374,16673,895d9d1c652a4399710e4bde3d838439ec978422446e51669204833d485588e7
scripts/run_magnetic_coupler_exact_phase_scale_sym1241.sbatch,operations/support script,,,,,,0,799,cefe1c904f3322bea063659799d54186242767574fc744565d8d6b84c657f1a1
scripts/run_magnetic_coupler_exact_q5_final.sbatch,operations/support script,,,,,,0,909,e395afb5159cfe760541369962ffe9af231196c510014cacb9f8fa8580f44e20
scripts/run_magnetic_coupler_exact_q9_final.sbatch,operations/support script,,,,,,0,911,68851da185d80d65bbe3f81373e0f010eef2ae0abce22d5e4c502eea742b3310
scripts/run_magnetic_coupler_exact_q9_yaw_cem_final.sbatch,operations/support script,,,,,,0,904,710f4dd53a5ef8db4944568a780f5fa318151a499536840f14f86c439e7cc260
scripts/run_magnetic_coupler_exact_spacing_repair.sbatch,operations/support script,,,,,,0,709,c49c1f54ca2a9d2a84b116ede618cf8025ba486fe7abb50c597e29ec70f8124e
scripts/run_magnetic_coupler_exact_sym1241.sbatch,operations/support script,,,,,,0,798,003e68125c51a161bba566008ca138e89ab3d0ee96a81e444937608d97be335f
scripts/run_magnetic_coupler_global_campaign.py,operations/support script,Resumable global campaign over the finite physical installation design space.,,"parse_args, build_cases, case_slug, read_result, write_status, write_summary, run_case, main","argparse, csv, itertools, json, os, pathlib, subprocess, sys, time",,266,10331,41044206e9951aa30c070e12c28e61d6ae72b8ce3703291940c9f28a99c2b997
scripts/run_magnetic_coupler_gpu_dipole_screen.py,operations/support script,GPU-screen free-array magnetic couplers with a transparent dipole surrogate.,CountConfig,"parse_count_config, parse_args, stable_logit_uniform, gather_last, mirrored_parameters, decode_latent, polar_sites, periodic_radial_interpolation, aligned_clearance_and_package, transform_outer, dipole_wrench, score_batch, cpu_rows, update_archive, write_progress, optimize_config, plot_history, main","__future__, argparse, dataclasses, json, math, matplotlib, matplotlib.pyplot, numpy, pandas, pathlib, time, torch",,585,24837,45e8223b9abeeda4ead4000f57bcb7d7eb9cd2525e781d923413e56700439a01
scripts/run_magnetic_coupler_gpu_finite33_continuation.sbatch,operations/support script,,,,,,0,992,1668df9f0ab48ae80496578f8e1204ed87467a62b0971fbc5cb395c42f900b33
scripts/run_magnetic_coupler_gpu_finite33_linearity.sbatch,operations/support script,,,,,,0,999,098d741622af977cbe71e3dad29c6727ea087c672127b6c5f94ea5d6500042ad
scripts/run_magnetic_coupler_gpu_finite_convergence.sbatch,operations/support script,,,,,,0,961,8cd798016a37343fd966a5f45eff02dad83b13af4b31e1b717aca486418eb88d
scripts/run_magnetic_coupler_gpu_finite_facefix_optimize.sbatch,operations/support script,,,,,,0,981,82f17206b28b60854a7f25f2c79c8e14f96c0800d18ee29c00b62e1a0315416a
scripts/run_magnetic_coupler_gpu_finite_magnet_search.py,operations/support script,GPU search with finite-volume disk-magnet quadrature at every static pose.,Quadrature,"parse_args, configure_campaign, calibrated_metric, project_inversion_symmetric_latent, json_ready, select_diversified, build_quadrature, finite_disk_surface_cloud, finite_disk_volume_cloud, transform_outer_3d, rotate_outer_vectors, finite_surface_wrench, finite_volume_wrench, apply_conservative_wrench_cap, evaluate_finite_pose, fit_line_r2, finite_score_batch, metrics_to_rows, evaluate_candidates, attach_exact_metrics, evaluate_latent_population, finite_seed_priority, optimize_from_seeds, write_plots, write_report, main","__future__, argparse, dataclasses, importlib.util, json, math, matplotlib, matplotlib.pyplot, numpy, pandas, pathlib, sys, time, torch",,1329,64210,4043a67f762620a4f2be77e724827d4d68b000e78012abe3240ef79dc4a992d0
scripts/run_magnetic_coupler_gpu_finite_optimize.sbatch,operations/support script,,,,,,0,937,7544f8950a0aa67206394e9efd5a3faa7a9a50c088cab1632bb8fc109307d5fb
scripts/run_magnetic_coupler_gpu_finite_rerank.sbatch,operations/support script,,,,,,0,853,224dda46ea3bd10dac594b16edada055705d019505658c6dffb623d65d339370
scripts/run_magnetic_coupler_gpu_fourier_corrected.sbatch,operations/support script,,,,,,0,903,8cb51ed9ea5736c6ec644ea05e9790ca5b95788356b87877742da38bcfcaf651
scripts/run_magnetic_coupler_gpu_fourier_topology_search.py,operations/support script,GPU hierarchy search for high-order magnetic-coupler shapes and arrays.,Topology,"parse_int_list, parse_args, configure_domain, stable_logit_uniform, scalar_logit, structured_latent, fourier_basis, ordered_angles, interp_uniform, decode_latent, polar_sites, transform_outer, dipole_wrench, minimum_pair_spacing, pose_clearance, score_batch, candidate_rows, update_archive, write_progress, evaluate_population, screen_topology, refine_topology, decoded_payload, plot_candidates, main","__future__, argparse, dataclasses, json, math, matplotlib, matplotlib.pyplot, numpy, pandas, pathlib, time, torch",,1057,52441,05ccb36c9acfde25c0b11b924f4b7267405c360ed2c4f161d9800eca14e57780
scripts/run_magnetic_coupler_gpu_hardspacing_calibrated_1m_pipeline.sbatch,operations/support script,,,,,,0,2524,adb34dc43bbd241d99da1f7f930a79f5c18f0fb1f4ddf63d97a411fc9522c7e8
scripts/run_magnetic_coupler_gpu_screen.sbatch,operations/support script,,,,,,0,681,ae56a5da17411dcd372bbec255b631e73fc31ed10430c4d4facb0c390f371948
scripts/run_magnetic_coupler_gpu_transport_coprime_16gate.sbatch,operations/support script,,,,,,0,1522,625487839a43a92d0147e690442812f88441d9b4c722c7fd842faa252356bdac
scripts/run_magnetic_coupler_gpu_transport_expanded.sbatch,operations/support script,,,,,,0,1308,dd6d949e65b65df71a70de05f436c1653b355fbb736423d238b9e4f0fa16f2cb
scripts/run_magnetic_coupler_gpu_transport_finite1.sbatch,operations/support script,,,,,,0,1427,9f31d2ab57ceaebf8e332a5e5b2b4c7998f1e0ef32a1a9f728064411f0dc93d5
scripts/run_magnetic_coupler_gpu_transport_finite25_calibration.sbatch,operations/support script,,,,,,0,1387,dd5c95e48a5617697750e6ed3a68225da809df62f9e0a39724c6f4df4f9c81e7
scripts/run_magnetic_coupler_gpu_transport_finite5.sbatch,operations/support script,,,,,,0,1439,237297435cb10c453634464f2db8bee1d9d8fbb5c4f2ee9d492157b4485e7500
scripts/run_magnetic_coupler_gpu_transport_finite81_calibration.sbatch,operations/support script,,,,,,0,1387,eef1145b8515709b45e479f460b197412ff4ec3c3d5c95f9ae89cd0fd876aedc
scripts/run_magnetic_coupler_gpu_transport_ultrawide.sbatch,operations/support script,,,,,,0,1344,4585b36cfbe11faaeb5e1c22b4f19d5328a20b0751716c145ff3b429ad6a91e0
scripts/run_magnetic_coupler_gpu_transport_volume5_opt100k.sbatch,operations/support script,,,,,,0,1588,98ed2c2c5a96518a5b8f86db4cf4c2b98768175c3e53c54c393727ffcf73fb9c
scripts/run_magnetic_coupler_gpu_transport_volume5_sym_opt100k.sbatch,operations/support script,,,,,,0,1626,daffd5a4115b78b054f740d22e4478299b5c5e1ba94915cf3d22f464d87dbf30
scripts/run_magnetic_coupler_gpu_transport_volume9_sym_margin50k.sbatch,operations/support script,,,,,,0,1758,04176814281870ade1c4296fc1628896b332d8fae6be481b6ef13733ad393e3b
scripts/run_magnetic_coupler_gpu_transport_volume9_yaw_cem50k.sbatch,operations/support script,,,,,,0,1789,9ce1e41850750fad7121b06b8c1e88bf6f98700a0d94841374ce898f7500cb8c
scripts/run_magnetic_coupler_lowmass_scan.py,operations/support script,,,"parse_args, select_validation_scenarios, evaluate_case, evaluate_requirements, selection_score, main","argparse, json, mpc_solarcar, numpy, pandas, pathlib, sys",,406,17005,af0105b00081538fedf40ce2d1578f84d951037f518af9ce9761004765dc6d1d
scripts/run_magnetic_coupler_mass_frontier.py,operations/support script,,,"summarize_dynamic_outcomes, feasibility_flags, feasibility_score, evaluate_full_pipeline, run_mass_case, main","dataclasses, json, mpc_solarcar, numpy, pandas, pathlib, sys",,356,14013,8628103d9bd27226dfee003ca6f7882da07ae4b45de5269c496b1b54303fb332
scripts/run_practical_magnetic_coupler_portfolio.py,operations/support script,,,"parse_args, slug_from_source, escape_tex, maybe_run_pdflatex, build_run_args, summarize_refined_result, write_campaign_report, main","argparse, json, pandas, pathlib, scripts.run_practical_magnetic_coupler_surrogate_search, subprocess, sys, types",,322,15769,0f23d004f316868ccb4a52d893ce66cec5378b6ff16b9c82dbe073e95b913c75
scripts/run_practical_magnetic_coupler_surrogate_search.py,operations/support script,,ExactRecord,"parse_args, maybe_run_pdflatex, escape_tex, load_source, shape_spectral_summary, static_priority_tuple, screening_score, magnetic_operational_proxy, record_priority_tuple, evaluate_exact, surrogate_predict, latent_signature, unique_top_records, summarize_bundle, dynamic_bundle_from_records, best_static_record, select_dynamic_candidates, run_search, refine_best_candidate, write_report, main, build_coarse_avoid_return_scenario","argparse, dataclasses, json, math, mpc_solarcar, numpy, pandas, pathlib, subprocess, sys",,1083,54215,d0e1f499abeb3598777fb723d58d35a2dc6d4f89a9815ecca7e5406697e883bc
scripts/run_solar_fullsim_cpu.sbatch,offline simulation tool,,,,,,0,712,e2f14e6770b0aa92955b90a8bfb00f61cda3235cf32d060734a35a267cbaadc2
scripts/run_solar_gpu_acceptance_pipeline.sbatch,operations/support script,,,,,,0,6971,5ee61fb9a902fc5781f5e95647c842c4744aa9e148b026aaf2d7f93ad5b96b53
scripts/run_solar_gpu_concurrent_campaign.sbatch,operations/support script,,,,,,0,13831,5a777d26dd9fe484aa6d73064b54f56e7138803ebfe61d47ab5f06ca0b3d8b50
scripts/run_solar_mesh_convergence_cpu.sbatch,operations/support script,,,,,,0,1001,184019b56875d4cb6de79bed9b1d9ebf0b542a645cf22166f22ae9031ed50dfa
scripts/run_solar_upper_gpu_search.sbatch,operations/support script,,,,,,0,2808,b0a5e5540649614fb9ba6a123c4dbe888c86140a3c0df67af5e9f4ea40b5f979
scripts/run_structured_root_redesign_search.py,operations/support script,,StructuredCaseResult,"parse_args, parse_case, bounded_logit, harmonic_angle_offsets, harmonic_radius_profile, harmonic_tilt_profile, structured_latent_dimension, select_dynamic_scenarios, build_structured_design_from_latent, structured_shape_regularization, literature_informed_search_score, optimize_structured_case, plot_case_history, build_report, build_pdf, main","argparse, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, subprocess, sys",,676,31905,d1c482f9b5653cf11ba2b4055fee92e6dc2d2c88419a05b235d87cc3d1a534d0
scripts/run_upper_mesh_convergence.py,operations/support script,Run fixed-policy integration and independent-policy control convergence gates.,,"parse_float_list, parse_control_policies, assign_finest_control_policy, file_sha256, resolve, load_plan, speed_rms_difference, materialize_profile, main","__future__, argparse, hashlib, json, math, numpy, pandas, pathlib, subprocess, sys, yaml",,307,13260,dab0b0a8e2dd02ceb7bb4965889b892f9ae60793868e34c62f413c665192f552
scripts/run_vehicle_identification.py,vehicle identification tool,,,"neutralize_identification_scalars, resolve_relative, stage, load_manifest, relpath_from, tex_path_fragment, tex_text_fragment, load_yaml_if_exists, declared_control_stop_km, _terminal_anchor_from_payload, _append_reason_column, resolve_manifest_context, hampel_mask, apply_sensor_quality_annotations, polarization_current_trace, fit_battery_polarization, apply_battery_polarization, resolve_fit_plan, resolve_identification_output_layout, identification_profile_output_path, load_ocv_df, build_source_map_assets, apply_actual_event_annotations, truncate_at_retire_event, normalize_generic_log, build_terminal_anchor, terminal_metrics, replay_day_metrics, identification_selection_score, condition_vehicle_fit_on_measured_pv, calibrate_solar_measurement_to_pack, _shift_acceleration_within_segments, _acceleration_trace_from_speed, _bilinear_interp_array, _map_efficiency_array, _motion_predictions_for_acceleration, fit_acceleration_timestamp_alignment, _grade_from_smoothed_elevation, fit_grade_observation_alignment, pv_leave_one_day_out_validation, add_end_to_end_metrics, add_battery_conditional_metrics, write_replay_csv, apply_fit_to_cfg, update_profile, update_profile_artifact_references, write_terminal_consistency_from_anchor, sync_canonical_fullsim_profile, write_generic_summary, write_generic_report, main","__future__, argparse, audit_identification_residuals, build_bwsc2025_fitted_package, json, math, numpy, os, pandas, pathlib, re, scipy.optimize, scipy.signal, sys, textwrap, typing, yaml",,3846,171725,beea09d61241299016d808d93b3ce656b2bccebb2d44dade39cebff6710f289a
scripts/run_vehicle_identification_cpu.sbatch,vehicle identification tool,,,,,,0,4303,a43b48309c5ba94e02cd9e0253712f311117c95edfca16df532e2ee49c164842
scripts/setup_can.sh,operations/support script,,,,,,0,569,5263029ec32c301f0caefa0fa8247fe2e6546e4fff0348d185095efc309c6cd4
scripts/setup_gpu_server_env.sh,operations/support script,,,,,,0,1097,a9bc90d99b3207618d19084f5741ad173201f2543a6cd90ae4c52c32984bf781
scripts/solar_control.sh,operations/support script,,,,,,0,6845,3a3beda8fd115e6a5f5ce0974d68273fb14f341f19bd1ad72a72fcad44d5ebca
scripts/solar_sim.py,offline simulation tool,,DetailCsvStream,"load_yaml, sim_log, select_optimized_vector, limit_step_duration_to_distance, terminal_soc_predictions, advance_rate_limiter_to_distance_boundary, snap_execution_stop_speed_kmh, choose_integration_step_seconds, write_model_snapshot, get_workspace_revision, timestamp_ns, load_stops, load_profile, forecast_distance_column, load_forecast_dataframe, merge_forecast_dataframes, build_forecast_grid_payload, interp_forecast_grid, load_progress_reference_dataframe, ensure_parent_dir, _deep_copy_cfg, _set_nested, apply_overrides, build_config_tag, tag_output_path, apply_profile_cfg_to_args, apply_profile_defaults, resolve_config_path, evaluate_model_validation_gate, get_profile_val, parse_utc_arg, resolve_forecast_mode, forecast_row_index, format_metric, decimate_xy, build_svg_chart, flatten_params_for_report, write_simulation_report, mpc_solve, soc_guard_speed, soc_day_guard_speed, main","argparse, collections, copy, csv, datetime, gzip, hashlib, html, json, math, mpc_solarcar.model, mpc_solarcar.route_utils, mpc_solarcar.schedule_utils, mpc_solarcar.signal_utils, mpc_solarcar.solar_profile, mpc_solarcar.upper_cost, mpc_solarcar.upper_horizon, mpc_solarcar.upper_solver, numpy, os, pandas, pathlib, subprocess, sys, time, traceback, yaml, zoneinfo",,3903,185801,4debb4ae049ea166a31f8d82e65a78c2aea9785be3be132e580d84b718a12aea
scripts/submit_solar_gpu_multifidelity_campaign.sh,operations/support script,,,,,,0,7687,dcd548c5350bc53f90912f5be79bf59ca42cff531747584d5225c1549b1e2227
scripts/sweep_magnetic_coupler_exact_phase_scale.py,operations/support script,Sweep rigid outer-ring phase and radial scale with the exact cylinder model.,,"parse_args, rotate_points, make_variant, row_priority, main","__future__, argparse, dataclasses, json, math, mpc_solarcar, numpy, pandas, pathlib, scripts.reevaluate_fourier_gpu_candidates, sys, time",,149,6474,1dce418feabe96af2a046b652481d89155ed2ccf68fe7c2c2df4e76837c6d104
scripts/sweep_magnetic_coupler_exact_spacing_repair.py,operations/support script,Repair same-ring magnet spacing and re-evaluate with exact cylinders.,,"parse_args, regularize_sites, variant, priority, main","__future__, argparse, dataclasses, json, math, mpc_solarcar, numpy, pandas, pathlib, scripts.reevaluate_fourier_gpu_candidates, sys, time",,147,6469,715d6e1a54b7741d52fad817bfa0eadfc1899b4f6efb1c2f7d104dde6f3a72f0
scripts/tune_upper_planner_weights.py,offline self-learning tool,,"TermSpec, ScenarioSpec","read_yaml, write_yaml, ensure_dir, log_trial_to_tensorboard, repo_relative, failed_scenario_result, compile_tex, latex_escape, format_override_value, canonical_runtime_weights, set_nested_value, speed_series, upper_cost_specs, vector_to_weights, mirror_legacy_weights, build_reference_free_profile, default_scenarios, run_single_scenario, evaluate_simulation, aggregate_candidate, run_candidate, save_trial_checkpoint, csv_row_count, summarize_path, dataframe_to_markdown, flatten_scalars, build_current_asset_manifests, render_report, main","__future__, argparse, dataclasses, datetime, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar.schedule_utils, mpc_solarcar.upper_cost, numpy, os, pandas, pathlib, shutil, subprocess, sys, textwrap, typing, yaml",,1751,78909,4e485eadf4023a28e859311f3c1c591994c5ed2b4f96343fa2db206663a5182b
scripts/validate_gpu_upper_policy_candidates.py,operations/support script,Replay every GPU policy in the exact 1 Hz simulator and select the fastest feasible one.,,"resolve_result_path, resolve_profile_asset, evaluate_event_timing, exact_replay_signature, inspect_prediction_mesh, prediction_execution_soc_errors, main","__future__, argparse, json, math, pandas, pathlib, shutil, subprocess, sys, yaml",,438,18989,787f59132970c77edd1a93a562bcf4bb5c4c43ad89f2a0c872dabbfef1f33039
scripts/watch_magnetic_coupler_campaign.py,operations/support script,Persist live progress for long-running magnetic-coupler searches.,,"read_json, process_alive, write_json, main","argparse, json, os, pathlib, subprocess, time",,88,3103,fc6d5539969a639ebc0bb6627712a5c25a6c71349f73ed833386d19179361e97
scripts/wifi_chase_sender_example.py,operations/support script,,,main,"argparse, json, socket, time",,40,1013,ab6946a3962adf2698c2bdbeab1e7a0cc65dceb0e43a997532695f475a2147e9
scripts/wifi_planner_receiver_example.py,operations/support script,,,main,"argparse, json, socket",,30,811,12b34f7b1155a33280654aa1e122d625fb290e57da620c097b74a785184f33aa
scripts/wifi_vehicle_sender_example.py,operations/support script,,,main,"argparse, json, socket, time",,43,1164,2feb55cc635961280efa7f9c1b5147cbdeaa79af0fc33f1d7906c2174e427cd9
scripts/write_magnetic_coupler_finite_stage_report.py,documentation/report generator,Write a concise reproducible report for the finite-magnet GPU stage.,,"parse_args, read_json, best_candidate, plot_convergence, plot_design, metric_lines, main","__future__, argparse, json, math, matplotlib, matplotlib.pyplot, numpy, pandas, pathlib",,193,10649,85d2a2b66762e9114c639d419be8fddb098ead73746c68f316cce49be4765298
scripts/write_magnetic_coupler_transport_expanded_report.py,documentation/report generator,Build the reproducible report for the expanded transport-capacity campaign.,,"parse_args, read_json, candidate_rows, plot_search, plot_design, plot_exact_design, value, main","__future__, argparse, json, math, matplotlib, matplotlib.pyplot, numpy, pandas, pathlib",,372,20510,b196e78cfd39ab5d306eeab927abc0250725662b71d7dab8ff9257078bc3ec31
config/solar/bwsc_2027_demo.yaml,configuration/template,meta:,,,,,263,8097,05666ba32a1ee420b0396d09f708ee4fd22ca6ffff92e6362ba6061031a32e02
templates/aux_load_profile_template.csv,configuration/template,"time_utc,P_aux_W",,,,,3,42,a90f1ceed8ba34f5291e2033d37911dff30f3cb83db3e139cfb1bbf1314d3292
templates/battery_thermal_template.yaml,configuration/template,battery_thermal:,,,,,7,154,9f539f24a992f615b6009c5187a569334efddeedec96db27c7b22d992bf6cecd
templates/drive_eff_map_template.csv,configuration/template,",0,10,20,30,40,50,60",,,,,9,236,7a0f2240457a42a70d7b82666a0228464f2200601d31a8f597021b5080422a17
templates/drive_schedule_template.yaml,configuration/template,deny_by_default: true,,,,,9,178,5ee5f352a9d1a007890bb09fd0f0a13964da9f6dd3a7d3e4a6da7e1ac5184f79
templates/identification/actual_event_annotations_template.yaml,configuration/template,events:,,,,,14,356,6b29e585980103da813c6723ca82acab7a98d08fab8388c81155992b75a0ae49
templates/identification/battery_pulse_template.csv,configuration/template,"time_utc,current_a,voltage_v,temp_c,soc_note",,,,,3,80,ddf493bf03d24357b9c086fc12bfe6f89efb09350dadf70680e7e4a570c10a3f
templates/identification/battery_rest_template.csv,configuration/template,"time_utc,rest_voltage_v,temp_c,rest_duration_sec,soc_note",,,,,3,93,069ebd4680b0a9c344e650f52d87142407e1e25957aeeab9160939b2063c7524
templates/identification/bom_hourly_solar_route_template.csv,configuration/template,"source_time_utc,s_km,lat,lon,hourly_exposure_mj_m2,quality_flag",,,,,6,330,3b4de04fdfc98fbb7ebe7af20ffaad189a454734440379858d6ff028893668e1
templates/identification/counterfactual_no_trouble_template.yaml,configuration/template,scenario:,,,,,12,465,34eaad8355fd1655b0072287fec30116edf4dca587b0f0e97ddc8b4b607f2ddc
templates/identification/drive_timeseries_template.csv,configuration/template,"time_utc,speed_kmh,batt_voltage_v,batt_current_a,slope_pct,G_poa,Tamb_C,Tcell_C,headwind_ms,soc,batt_temp_c,accel_kmhps,throttle_pct",,,,,3,214,0a117baece04d1c56d88b83a57a076d0e8c0fc0c1041729ee89067c55def6076
templates/identification/evidence_notes_template.md,configuration/template,Evidence Notes,,,,,16,550,2cf67cec1f2db4e7b8e3ee6faa695f269931b324d5ae2e8827b5d1b93afeb3c9
templates/identification/gps_track_template.csv,configuration/template,"time_utc,lat,lon,alt_m,speed_kmh",,,,,3,70,1854b36905105ed68870f5fb468c11e047a122efdc09f62fbb1d7a5b346ed652
templates/identification/grounded_map_sources_template.yaml,configuration/template,maps:,,,,,28,1014,beb34f63f61554c51bc043ba3c801f1a0f702262f6123d19c719e897a2ca4aba
templates/identification/observed_replay_log_template.csv,configuration/template,"time_utc,s_km,speed_kmh,slope_pct,route_heading_deg,headwind_archive_ms,GHI_archive,Tamb_archive_C,solar_power_w_obs,battery_power_w_obs,battery_current_a,battery_voltage_v,dt_sec,lat,lon,exclude_power_fit,exclude_voltage_fit,exclude_weathe",,,,,3,352,c27f3f17b7027a53ac3b8943603ce21c81ea409e25d67ffa8024491e991866c3
templates/identification/panel_sweep_template.csv,configuration/template,"time_utc,ghi_wm2,tcell_c,panel_power_w,mppt_output_w,vehicle_speed_kmh",,,,,3,113,21fab2c567f12a4d15da9e64eb99b6bb75fe3bf70dae92d406c9bf9606462938
templates/identification/source_map_catalog_template.csv,configuration/template,"asset_name,path_or_note,source_type,status,notes",,,,,7,360,5ccc5d82cfb4fdf2bf580fdfb806629d2567571e2282519d07ecef4d965e9ceb
templates/identification/terminal_anchor_template.yaml,configuration/template,terminal_anchor:,,,,,10,206,9245dbc648b0a9174fad280da40f196be3550912363e5420415afd8aa8acd891
templates/identification_manifest_template.yaml,configuration/template,builder: generic_replay_mle,,,,,51,2334,f7006e7536880a31cdb98dcac5be36de7f6eedf7c62f117e021ea3c98c063a3a
templates/motor_tau_limit_template.csv,configuration/template,"v_ms,tau_max_nm",,,,,6,50,3ef029c5d3ed63b6ce20b749afe0c9052e098d18c199f204983fe6ddeeb53cdd
templates/mppt_eff_map_template.csv,configuration/template,",0,25,50,75",,,,,8,155,8b393a64a85c55c4772054f4aac5d2051950bc29ecf12de17c123f261ca4a8e8
templates/network/esp32_planner_receiver_example.ino,configuration/template,,,,,,0,1650,99d5e6321f103330444ff30a8d9182bbfb921829fc91fd5fa69f4db4ab08f2b0
templates/ocv_soc_curve_template.csv,configuration/template,"soc,ocv_v",,,,,7,50,423be6738965122d812cde8aee8435ffd61ee633631ebe88d4175d98bef0a027
templates/panel_eff_map_template.csv,configuration/template,",0,25,50,75",,,,,8,155,e333071320680bdc8661f6cad4309c387f4f751380c67fdb4092ebf4d29aef4c
templates/regen_eff_map_template.csv,configuration/template,",0,10,20,30,40,50,60",,,,,9,334,669120b39eb79a0fd6c6e497f76a4c1f802921e0e5021e97ab6eb317a3044d2b
templates/rint_map_template.csv,configuration/template,",0.1,0.3,0.5,0.7,0.9",,,,,6,132,3b489cedacc9267a1be7a5d614ca6ea1fb9dd746c32a5a87d4bf1c142f3d702e
templates/route_profile_template.csv,configuration/template,"dist_km,elev_m,slope_pct,headwind_ms",,,,,4,73,b2f7911deb767186d66e88f2ea9d88f4628edbaf7555182d83ec98e6f1bf41d5
templates/solar_params_template.yaml,configuration/template,model:,,,,,62,1241,015ad3a66494f196d8cde8236535fd5e5a07bc50fe83248896a3d79a3c02f1a1
templates/speed_profile_template.csv,configuration/template,"dist_km,v_max_kmh",,,,,4,41,1a31ff360da1e5e11c8d294199abcd0ab25bef998c9c8e4c1459d5d33ca8acfd
dashboard/app.js,dashboard asset,const els = {,,,,,219,7930,0dfca0644ac78170ca034b09122fb254bca9a8fc140c43e4ce0ff037479ab637
dashboard/index.html,dashboard asset,<!doctype html>,,,,,151,5375,74904f2f732348762f5a4efd6b669b90776f38403f131d560369303f8d26f673
dashboard/style.css,dashboard asset,@import url('https://fonts.googleapis.com/css2?family=Oxanium:wght@400;600;700&family=Space+Grotesk:wght@400;600&display=swap');,,,,,341,7314,164c2e4d1008cb854ca3c0f3822def6d452688cee767c32cc68a5c5f441780a8
